3207_reviewed	anatomical structure morphogenesis
25949_reviewed	embryonic organ development
1112_reviewed	craniofacial suture morphogenesis
29803_reviewed	regulation of fatty acid transport
9274_reviewed	apoptotic process
4101_unreviewed	cellular senescence
3090_reviewed	intrinsic apoptotic signaling pathway in response to DNA damage
84787_reviewed	DNA repair
79685_reviewed	negative regulation of cell migration
11277_reviewed	activation of immune response
23410_reviewed	aerobic respiration
79813_reviewed	beige fat cell differentiation
26054_reviewed	protein desumoylation
5626_reviewed	apoptotic process
2116_reviewed	blastocyst development
6007_reviewed	ammonium homeostasis
92421_reviewed	autophagosome maturation
53347_reviewed	negative regulation of T cell receptor signaling pathway
114803_reviewed	chromatin remodeling
7444_reviewed	cellular response to oxidative stress
22985_reviewed	apoptotic chromosome condensation
28999_reviewed	cardiac muscle hypertrophy in response to stress
84959_reviewed	collagen-activated tyrosine kinase receptor signaling pathway
10724_reviewed	glycoprotein catabolic process
60592_reviewed	positive regulation of macroautophagy
9637_reviewed	axon guidance
100316904_reviewed	regulation of DNA-templated transcription
3006_reviewed	chromosome condensation
57621_reviewed	negative regulation of transcription by RNA polymerase II
147923_reviewed	regulation of transcription by RNA polymerase II
6591_reviewed	aortic valve morphogenesis
579_reviewed	animal organ formation
6594_reviewed	brain development
8522_reviewed	clathrin coat assembly
387332_reviewed	DNA-templated transcription initiation
25822_reviewed	negative regulation of transcription by RNA polymerase II
51773_reviewed	chromatin organization
4799_reviewed	inflammatory response
157570_reviewed	chromosome segregation
9643_reviewed	chromatin organization
339287_reviewed	chromatin remodeling
55167_reviewed	DNA damage response
10943_reviewed	positive regulation of DNA-templated transcription
10732_reviewed	cell differentiation
2115_reviewed	axon guidance
5794_reviewed	apoptotic process
3291_reviewed	cortisol metabolic process
2782_reviewed	adenylate cyclase-activating dopamine receptor signaling pathway
23132_reviewed	chromatin organization
57504_reviewed	chromatin remodeling
128674_reviewed	cellular response to hormone stimulus
255877_reviewed	negative regulation of transcription by RNA polymerase II
347733_reviewed	cerebral cortex development
58517_reviewed	mRNA processing
2021_reviewed	apoptotic DNA fragmentation
342371_reviewed	brain development
80155_reviewed	angiogenesis
134353_reviewed	mRNA 3'-end processing by stem-loop binding and cleavage
7884_reviewed	cap-dependent translational initiation
10277_reviewed	ERAD pathway
115426_reviewed	cell differentiation
57092_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
9306_reviewed	cell surface receptor signaling pathway via JAK-STAT
2931_reviewed	autosome genomic imprinting
55536_reviewed	positive regulation of cell population proliferation
57763_reviewed	regulation of gene expression
9682_reviewed	cardiac muscle hypertrophy in response to stress
83983_reviewed	flagellated sperm motility
125997_reviewed	DNA methylation-dependent constitutive heterochromatin formation
80063_reviewed	regulation of DNA-templated transcription
84875_reviewed	chromatin organization
50_reviewed	citrate metabolic process
144717_reviewed	endosome organization
4952_reviewed	cell projection organization
150368_reviewed	endosome organization
4435_reviewed	apoptotic process
7101_reviewed	aggressive behavior
64344_reviewed	angiogenesis
387893_reviewed	cell division
55655_reviewed	apoptotic process
22897_reviewed	cell division
112398_reviewed	cell redox homeostasis
402569_reviewed	blastocyst development
55759_reviewed	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
1620_reviewed	behavioral fear response
353376_reviewed	cellular response to lipopolysaccharide
7629_reviewed	negative regulation of transcription by RNA polymerase II
10553_reviewed	positive regulation of programmed cell death
5081_reviewed	anatomical structure morphogenesis
2305_reviewed	DNA damage response, signal transduction by p53 class mediator
2627_reviewed	animal organ formation
56259_reviewed	adaptive immune response
57379_reviewed	B cell differentiation
353497_reviewed	DNA synthesis involved in DNA repair
9975_reviewed	cell differentiation
79728_reviewed	animal organ morphogenesis
1965_reviewed	cellular response to amino acid starvation
79365_reviewed	anterior/posterior pattern specification
55893_reviewed	positive regulation of transcription by RNA polymerase II
8479_reviewed	chromatin organization
6121_reviewed	circadian rhythm
376497_reviewed	adiponectin-activated signaling pathway
22878_reviewed	collagen biosynthetic process
3068_reviewed	chromatin remodeling
55869_reviewed	chromatin organization
5017_reviewed	epidermal cell differentiation
51230_reviewed	chromatin organization
64092_reviewed	negative regulation of adaptive immune response
54799_reviewed	double-strand break repair via homologous recombination
81887_reviewed	maturation of 5.8S rRNA
26168_reviewed	negative regulation of double-strand break repair via homologous recombination
4300_reviewed	anterior/posterior pattern specification
3899_reviewed	embryonic hindlimb morphogenesis
80237_reviewed	DNA-templated transcription elongation
8971_reviewed	chromosome condensation
1053_reviewed	cellular response to lipopolysaccharide
54904_reviewed	methylation
6909_reviewed	aorta morphogenesis
6124_reviewed	cytoplasmic translation
7552_reviewed	positive regulation of DNA-templated transcription
10541_reviewed	inner ear development
201161_reviewed	ameboidal-type cell migration
7466_reviewed	calcium ion homeostasis
70_reviewed	actin filament organization
6141_reviewed	cytoplasmic translation
6130_reviewed	cytoplasmic translation
4637_reviewed	muscle contraction
6202_reviewed	cytoplasmic translation
83844_reviewed	G1/S transition of mitotic cell cycle
55291_reviewed	regulation of signal transduction
22870_reviewed	regulation of signal transduction
9794_reviewed	atrioventricular node cell development
64718_reviewed	protein ubiquitination
6603_reviewed	chromatin remodeling
65123_reviewed	DNA damage response
26512_reviewed	protein localization to chromatin
55174_reviewed	regulation of transcription elongation by RNA polymerase II
80789_reviewed	regulation of transcription elongation by RNA polymerase II
92105_reviewed	regulation of transcription elongation by RNA polymerase II
25896_reviewed	cellular response to ionizing radiation
55756_reviewed	negative regulation of transforming growth factor beta receptor signaling pathway
81556_reviewed	regulation of transcription elongation by RNA polymerase II
79034_reviewed	brain development
79035_reviewed	DNA damage response
64859_reviewed	DNA damage response
29089_reviewed	DNA damage response
5507_reviewed	glycogen biosynthetic process
9878_reviewed	positive regulation of transcription elongation by RNA polymerase II
9937_reviewed	cell division
56916_reviewed	chromatin remodeling
26155_reviewed	apoptotic process
65018_reviewed	autophagy of mitochondrion
155061_reviewed	negative regulation of DNA-templated transcription
1815_reviewed	adenylate cyclase-inhibiting dopamine receptor signaling pathway
83596_reviewed	apoptotic process
4190_reviewed	malate metabolic process
800_reviewed	actin filament bundle assembly
4157_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
23621_reviewed	amyloid fibril formation
200933_reviewed	anterior commissure morphogenesis
55529_reviewed	negative regulation of phagocytosis
51534_reviewed	ESCRT III complex disassembly
51510_reviewed	autophagosome maturation
55072_reviewed	canonical NF-kappaB signal transduction
80020_reviewed	ERAD pathway
117584_reviewed	apoptotic process
90780_reviewed	brain development
3663_reviewed	cellular response to muramyl dipeptide
60672_reviewed	negative regulation of cell migration
27145_reviewed	cerebral cortex development
104_reviewed	adenosine to inosine editing
6233_reviewed	cytoplasmic translation
6201_reviewed	cytoplasmic translation
6049_reviewed	axon extension
55884_reviewed	intracellular signal transduction
55669_reviewed	GTP metabolic process
340061_reviewed	activation of innate immune response
1959_reviewed	aorta development
56899_reviewed	ephrin receptor signaling pathway
6199_reviewed	negative regulation of insulin receptor signaling pathway
79759_reviewed	DNA repair
165918_reviewed	DNA damage response
163786_reviewed	centriole replication
54332_reviewed	cellular response to vitamin D
11160_reviewed	cholesterol metabolic process
29101_reviewed	co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway
2119_reviewed	cell differentiation
2118_reviewed	cell differentiation
8780_reviewed	cellular response to dsDNA
88455_reviewed	negative regulation of protein localization to endosome
201626_reviewed	antiviral innate immune response
64786_reviewed	regulation of GTPase activity
55658_reviewed	cytoplasm protein quality control by the ubiquitin-proteasome system
10906_reviewed	negative regulation of innate immune response
9927_reviewed	aerobic respiration
820_reviewed	amyloid fibril formation
23528_reviewed	embryonic body morphogenesis
7702_reviewed	positive regulation of transcription by RNA polymerase II
373509_reviewed	endosome organization
182_reviewed	angiogenesis
6059_reviewed	negative regulation of endoribonuclease activity
55737_reviewed	endocytic recycling
253725_reviewed	endocytic recycling
9779_reviewed	autophagy
23325_reviewed	cognition
100287171_reviewed	Arp2/3 complex-mediated actin nucleation
9897_reviewed	actin filament polymerization
125476_reviewed	chromatin remodeling
83444_reviewed	chromatin remodeling
54891_reviewed	chromatin remodeling
23409_reviewed	cellular response to hypoxia
3416_reviewed	amyloid-beta clearance
292_reviewed	adaptive thermogenesis
54552_reviewed	negative regulation of protein sumoylation
27338_reviewed	anaphase-promoting complex-dependent catabolic process
8328_reviewed	chromatin organization
10782_reviewed	chromatin remodeling
85453_reviewed	cellular response to gamma radiation
27292_reviewed	positive regulation of rRNA processing
11056_reviewed	maturation of SSU-rRNA
6050_reviewed	cell migration
10556_reviewed	rRNA processing
4141_reviewed	cellular response to epidermal growth factor stimulus
5093_reviewed	positive regulation of transcription by RNA polymerase II
53918_reviewed	cell division
5689_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
9361_reviewed	cellular response to oxidative stress
8813_reviewed	dolichol phosphate mannose biosynthetic process
6184_reviewed	protein N-linked glycosylation
6259_reviewed	axon extension involved in axon guidance
374383_reviewed	NK T cell activation
10294_reviewed	positive regulation of cell population proliferation
7277_reviewed	microtubule cytoskeleton organization
8604_reviewed	aspartate transmembrane transport
10165_reviewed	aspartate transmembrane transport
55705_reviewed	proteasome localization
6576_reviewed	mitochondrial citrate transmembrane transport
219_reviewed	aldehyde metabolic process
3420_reviewed	isocitrate metabolic process
4722_reviewed	aerobic respiration
5832_reviewed	citrulline biosynthetic process
4719_reviewed	aerobic respiration
4720_reviewed	aerobic respiration
582_reviewed	adult behavior
9148_reviewed	cellular response to amino acid stimulus
1211_reviewed	cell division
151648_reviewed	attachment of spindle microtubules to kinetochore
23141_reviewed	cell division
55596_reviewed	co-transcriptional lncRNA 3' end processing, cleavage and polyadenylation pathway
23517_reviewed	DNA damage response
4026_reviewed	cell-cell adhesion
5521_reviewed	apoptotic process
