6478_reviewed	Cytoplasm
6314_reviewed	[Isoform a]: Nucleus
1406_reviewed	Nucleus
3611_reviewed	Cell junction, focal adhesion
80895_reviewed	Cytoplasm
3987_reviewed	Cell junction, focal adhesion
1785_reviewed	Cytoplasm, cytoskeleton
642_reviewed	Cytoplasm
5528_reviewed	Cytoplasm. Nucleus. Note=Nuclear in interphase, nuclear during mitosis
9464_reviewed	Nucleus
1080_reviewed	Apical cell membrane
57120_reviewed	Cytoplasm. Golgi apparatus membrane
26034_reviewed	Cytoplasm
9266_reviewed	Cell membrane
190_reviewed	Nucleus
10614_reviewed	Nucleus
9276_reviewed	Cytoplasm, cytosol
8498_reviewed	Cytoplasm
7514_reviewed	Cytoplasm. Nucleus, nucleoplasm. Nucleus, Cajal body. Nucleus, nucleolus. Note=Located in the nucleoplasm, Cajal bodies and nucleoli. Shuttles between the nucleus/nucleolus and the cytoplasm
2801_reviewed	Golgi apparatus, cis-Golgi network membrane
26003_reviewed	Golgi apparatus membrane
9311_reviewed	Cell membrane
3556_reviewed	[Isoform 1]: Cell membrane; Single-pass type I membrane protein
54472_reviewed	Cytoplasm
5511_reviewed	Nucleus. Nucleus speckle. Note=Primarily, but not exclusively, nuclear
3182_reviewed	Nucleus
8626_reviewed	Nucleus
9971_reviewed	Nucleus
8648_reviewed	Nucleus
8318_reviewed	Nucleus
5000_reviewed	Nucleus
22883_reviewed	Postsynaptic cell membrane
2533_reviewed	Cytoplasm
1788_reviewed	Nucleus
8458_reviewed	Cytoplasm
988_reviewed	Nucleus
6294_reviewed	Nucleus
9667_reviewed	Cytoplasm. Nucleus
5602_reviewed	Cytoplasm
5600_reviewed	Cytoplasm
8841_reviewed	Nucleus
4092_reviewed	Nucleus
7205_reviewed	Cytoplasm, cytoskeleton
9170_reviewed	Cell surface
9355_reviewed	Nucleus
1876_reviewed	Nucleus
23429_reviewed	Nucleus
5427_reviewed	Nucleus
10284_reviewed	Nucleus
3276_reviewed	Nucleus
55740_reviewed	Cytoplasm. Cytoplasm, cytoskeleton
10006_reviewed	Cytoplasm
4739_reviewed	Cytoplasm, cell cortex
4170_reviewed	Membrane
8874_reviewed	Cell junction, focal adhesion
23048_reviewed	Cytoplasm. Cytoplasm, cytoskeleton. Cytoplasm, cell cortex. Lysosome. Cytoplasmic vesicle. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Membrane, clathrin-coated pit. Note=Enriched in cortical regions coincident with F-actin. Also localizes to endocytic vesicles and lysosomes
8658_reviewed	Cytoplasm
8718_reviewed	[Isoform 1]: Cell membrane; Single-pass type I membrane protein
8717_reviewed	Nucleus
11035_reviewed	Cytoplasm, cytosol
8737_reviewed	Cytoplasm
10892_reviewed	Cytoplasm, perinuclear region
8915_reviewed	Cytoplasm, perinuclear region
84270_reviewed	[Isoform 1]: Nucleus
1174_reviewed	Golgi apparatus
8905_reviewed	Golgi apparatus. Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Membrane, clathrin-coated pit. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex
